Paper Title,DOI,Dataset Name,Canonical Dataset,Sensor Type,Method Name,Method ID,Uncertainty Type (U1/U2/U3),Description,Source Group,Extraction Source
Optimized multimodal medical image fusion framework using multi-scale geometric and multi-resolution geometric analysis,10.1007/s11042-022-12260-0,Surveillance image dataset(s),Surveillance Images,Medical / Image,MCFO-optimized multimodal medical image fusion framework,M_1261ba2dd7d6,U1,What counts as the most clinically useful fused image depends on the diagnostic task and on how complementary modality information is conceptualized for each case.,33,structured spreadsheet
Optimized multimodal medical image fusion framework using multi-scale geometric and multi-resolution geometric analysis,10.1007/s11042-022-12260-0,Surveillance image dataset(s),Surveillance Images,Medical / Image,MCFO-optimized multimodal medical image fusion framework,M_1261ba2dd7d6,U2,"Scene-dependent noise, alignment error, and resolution/contrast differences across source images.",33,structured spreadsheet
Optimized multimodal medical image fusion framework using multi-scale geometric and multi-resolution geometric analysis,10.1007/s11042-022-12260-0,Surveillance image dataset(s),Surveillance Images,Medical / Image,MCFO-optimized multimodal medical image fusion framework,M_1261ba2dd7d6,U3,"Fusion quality depends on transform selection, MCFO parameter search, coefficient-fusion rules, and metric-driven optimization assumptions.",33,structured spreadsheet
Impact of data correlation on privacy budget allocation in continuous publication of location statistics,10.1007/s12083-021-01078-6,Real and synthetic location datasets,Location Time-Series Datasets,IoT / Sensor,Temporal Correlation-aware Differential Privacy,M_105299a00f21,U1,Severity level reported in the extraction sheet: High.,18,structured spreadsheet
Impact of data correlation on privacy budget allocation in continuous publication of location statistics,10.1007/s12083-021-01078-6,Real and synthetic location datasets,Location Time-Series Datasets,IoT / Sensor,Temporal Correlation-aware Differential Privacy,M_105299a00f21,U2,Severity level reported in the extraction sheet: Medium.,18,structured spreadsheet
Impact of data correlation on privacy budget allocation in continuous publication of location statistics,10.1007/s12083-021-01078-6,Real and synthetic location datasets,Location Time-Series Datasets,IoT / Sensor,Temporal Correlation-aware Differential Privacy,M_105299a00f21,U3,Severity level reported in the extraction sheet: Medium.,18,structured spreadsheet
Measurement of uni-planar and sport specific trunk motion using magneto-inertial measurement units: The concurrent validity of Noraxon and Xsens systems relative to a retro-reflective system,10.1016/j.gaitpost.2021.11.012,MIMU Inertial Data,MIMU Inertial Data,IoT / Sensor,Kalman Filter (Noraxon/Xsens),M_6378fa24c950,U1,"Ambiguity in defining a ""gold standard"" for human sport-specific movements.",32,structured spreadsheet
Measurement of uni-planar and sport specific trunk motion using magneto-inertial measurement units: The concurrent validity of Noraxon and Xsens systems relative to a retro-reflective system,10.1016/j.gaitpost.2021.11.012,MIMU Inertial Data,MIMU Inertial Data,IoT / Sensor,Kalman Filter (Noraxon/Xsens),M_6378fa24c950,U2,Sensor noise/resolution limits during high-velocity movements.,32,structured spreadsheet
Measurement of uni-planar and sport specific trunk motion using magneto-inertial measurement units: The concurrent validity of Noraxon and Xsens systems relative to a retro-reflective system,10.1016/j.gaitpost.2021.11.012,MIMU Inertial Data,MIMU Inertial Data,IoT / Sensor,Kalman Filter (Noraxon/Xsens),M_6378fa24c950,U3,Algorithmic differences in sensor fusion logic between manufacturers.,32,structured spreadsheet
Multimodal biomedical image fusion method via rolling guidance filter and deep convolutional neural networks,10.1016/j.ijleo.2021.166726,"Multimodal biomedical images (e.g., CT/MRI)",Multimodal Biomedical Images,Medical / Image,Rolling Guidance Filter + VGG Perceptual Fusion,M_c3642529f3f7,U1,Severity level reported in the extraction sheet: Medium.,18,structured spreadsheet
Multimodal biomedical image fusion method via rolling guidance filter and deep convolutional neural networks,10.1016/j.ijleo.2021.166726,"Multimodal biomedical images (e.g., CT/MRI)",Multimodal Biomedical Images,Medical / Image,Rolling Guidance Filter + VGG Perceptual Fusion,M_c3642529f3f7,U2,Severity level reported in the extraction sheet: Medium.,18,structured spreadsheet
Multimodal biomedical image fusion method via rolling guidance filter and deep convolutional neural networks,10.1016/j.ijleo.2021.166726,"Multimodal biomedical images (e.g., CT/MRI)",Multimodal Biomedical Images,Medical / Image,Rolling Guidance Filter + VGG Perceptual Fusion,M_c3642529f3f7,U3,Severity level reported in the extraction sheet: High.,18,structured spreadsheet
Investigating the ability of deep learning on actual evapotranspiration estimation in the scarcely observed region,10.1016/j.jhydrol.2022.127506,Tibetan Plateau ET,Actual Evapotranspiration Multi-source Data,Hydrology / Climate,Multisource Deep Learning (DL),M_96d4bef2c90e,U1,Uncertainty in defining regional representativeness with scarce observations.,32,structured spreadsheet
Investigating the ability of deep learning on actual evapotranspiration estimation in the scarcely observed region,10.1016/j.jhydrol.2022.127506,Tibetan Plateau ET,Actual Evapotranspiration Multi-source Data,Hydrology / Climate,Multisource Deep Learning (DL),M_96d4bef2c90e,U2,Scarce distribution leads to high interpolation uncertainty.,32,structured spreadsheet
Investigating the ability of deep learning on actual evapotranspiration estimation in the scarcely observed region,10.1016/j.jhydrol.2022.127506,Tibetan Plateau ET,Actual Evapotranspiration Multi-source Data,Hydrology / Climate,Multisource Deep Learning (DL),M_96d4bef2c90e,U3,Model simulation errors and correlation biases in input lead-times.,32,structured spreadsheet
Data Fusion in Forecasting Medical Demands based on Spectrum of Post-Earthquake Diseases,10.1016/j.jii.2021.100235,Medical demand and disease-spectrum records,Post-earthquake Medical Demand,Emergency / Public Health,Entropy-weighted multi-source medical-demand forecasting,M_afbd3f1515c8,U1,"Disease categories, damage severity, and resource-needs definitions can vary across sources after an earthquake.",21,inferred from bibliography abstract
Data Fusion in Forecasting Medical Demands based on Spectrum of Post-Earthquake Diseases,10.1016/j.jii.2021.100235,Medical demand and disease-spectrum records,Post-earthquake Medical Demand,Emergency / Public Health,Entropy-weighted multi-source medical-demand forecasting,M_afbd3f1515c8,U2,Demand observations vary in reliability and may be missing or chaotic during emergency response.,21,inferred from bibliography abstract
Data Fusion in Forecasting Medical Demands based on Spectrum of Post-Earthquake Diseases,10.1016/j.jii.2021.100235,Medical demand and disease-spectrum records,Post-earthquake Medical Demand,Emergency / Public Health,Entropy-weighted multi-source medical-demand forecasting,M_afbd3f1515c8,U3,"Forecast quality depends on entropy-weighting choices, simulation assumptions, and the demand-prediction model.",21,inferred from bibliography abstract
Data Fusion in Forecasting Medical Demands based on Spectrum of Post-Earthquake Diseases,10.1016/j.jii.2021.100235,Post-earthquake injury and damage reports,Post-earthquake Damage and Injury Reports,Emergency / Public Health,Entropy-weighted multi-source medical-demand forecasting,M_afbd3f1515c8,U1,"Disease categories, damage severity, and resource-needs definitions can vary across sources after an earthquake.",21,inferred from bibliography abstract
Data Fusion in Forecasting Medical Demands based on Spectrum of Post-Earthquake Diseases,10.1016/j.jii.2021.100235,Post-earthquake injury and damage reports,Post-earthquake Damage and Injury Reports,Emergency / Public Health,Entropy-weighted multi-source medical-demand forecasting,M_afbd3f1515c8,U2,"Field reports may be delayed, incomplete, duplicated, or inconsistent across responding organizations.",21,inferred from bibliography abstract
Data Fusion in Forecasting Medical Demands based on Spectrum of Post-Earthquake Diseases,10.1016/j.jii.2021.100235,Post-earthquake injury and damage reports,Post-earthquake Damage and Injury Reports,Emergency / Public Health,Entropy-weighted multi-source medical-demand forecasting,M_afbd3f1515c8,U3,"Forecast quality depends on entropy-weighting choices, simulation assumptions, and the demand-prediction model.",21,inferred from bibliography abstract
FR-Match: robust matching of cell type clusters from single cell RNA sequencing data using the Friedman-Rafsky non-parametric test,10.1093/bib/bbaa339,Human brain cortical layer 1 scRNA-seq dataset,Human Brain Layer 1 scRNA-seq,Bio / Omics,FR-Match cluster-to-cluster cell-type matching,M_2a9b7ac8647e,U1,Matching assumes that cell types across experiments can be represented as comparable underlying multivariate expression distributions.,21,inferred from bibliography abstract
FR-Match: robust matching of cell type clusters from single cell RNA sequencing data using the Friedman-Rafsky non-parametric test,10.1093/bib/bbaa339,Human brain cortical layer 1 scRNA-seq dataset,Human Brain Layer 1 scRNA-seq,Bio / Omics,FR-Match cluster-to-cluster cell-type matching,M_2a9b7ac8647e,U2,Sequencing dropout and batch variability can distort cell-type signatures.,21,inferred from bibliography abstract
FR-Match: robust matching of cell type clusters from single cell RNA sequencing data using the Friedman-Rafsky non-parametric test,10.1093/bib/bbaa339,Human brain cortical layer 1 scRNA-seq dataset,Human Brain Layer 1 scRNA-seq,Bio / Omics,FR-Match cluster-to-cluster cell-type matching,M_2a9b7ac8647e,U3,"Matching results depend on feature-selection choices, cluster definitions, and the statistical testing framework.",21,inferred from bibliography abstract
FR-Match: robust matching of cell type clusters from single cell RNA sequencing data using the Friedman-Rafsky non-parametric test,10.1093/bib/bbaa339,Human brain middle temporal gyrus scRNA-seq dataset,Human Brain MTG scRNA-seq,Bio / Omics,FR-Match cluster-to-cluster cell-type matching,M_2a9b7ac8647e,U1,Matching assumes that cell types across experiments can be represented as comparable underlying multivariate expression distributions.,21,inferred from bibliography abstract
FR-Match: robust matching of cell type clusters from single cell RNA sequencing data using the Friedman-Rafsky non-parametric test,10.1093/bib/bbaa339,Human brain middle temporal gyrus scRNA-seq dataset,Human Brain MTG scRNA-seq,Bio / Omics,FR-Match cluster-to-cluster cell-type matching,M_2a9b7ac8647e,U2,Sequencing dropout and batch variability can distort cell-type signatures.,21,inferred from bibliography abstract
FR-Match: robust matching of cell type clusters from single cell RNA sequencing data using the Friedman-Rafsky non-parametric test,10.1093/bib/bbaa339,Human brain middle temporal gyrus scRNA-seq dataset,Human Brain MTG scRNA-seq,Bio / Omics,FR-Match cluster-to-cluster cell-type matching,M_2a9b7ac8647e,U3,"Matching results depend on feature-selection choices, cluster definitions, and the statistical testing framework.",21,inferred from bibliography abstract
Multifunctional and Multidimensional Secure Data Aggregation Scheme in WSNs,10.1109/JIOT.2021.3077866,WSN Readings,WSN Readings,IoT / Sensor,Secure Multi-dim Aggregation,M_f10015dba7da,U1,Mapping complex security needs to mathematical aggregation models.,32,structured spreadsheet
Multifunctional and Multidimensional Secure Data Aggregation Scheme in WSNs,10.1109/JIOT.2021.3077866,WSN Readings,WSN Readings,IoT / Sensor,Secure Multi-dim Aggregation,M_f10015dba7da,U2,Packet loss and node energy depletion errors.,32,structured spreadsheet
Multifunctional and Multidimensional Secure Data Aggregation Scheme in WSNs,10.1109/JIOT.2021.3077866,WSN Readings,WSN Readings,IoT / Sensor,Secure Multi-dim Aggregation,M_f10015dba7da,U3,Integrity verification errors and algorithmic overhead in processing.,32,structured spreadsheet
Secure Critical Data Reclamation Scheme for Isolated Clusters in IoT-Enabled WSN,10.1109/JIOT.2021.3098635,Isolated Cluster Data,Isolated Cluster WSN Data,IoT / Sensor,Secure Critical Data Reclamation,M_c6bc5c3e1857,U1,"Conceptual ambiguity in categorizing ""critical"" vs ""non-critical"" data.",32,structured spreadsheet
Secure Critical Data Reclamation Scheme for Isolated Clusters in IoT-Enabled WSN,10.1109/JIOT.2021.3098635,Isolated Cluster Data,Isolated Cluster WSN Data,IoT / Sensor,Secure Critical Data Reclamation,M_c6bc5c3e1857,U2,High uncertainty due to node isolation and missing packets.,32,structured spreadsheet
Secure Critical Data Reclamation Scheme for Isolated Clusters in IoT-Enabled WSN,10.1109/JIOT.2021.3098635,Isolated Cluster Data,Isolated Cluster WSN Data,IoT / Sensor,Secure Critical Data Reclamation,M_c6bc5c3e1857,U3,Assumptions in data reconstruction from partial or isolated packets.,32,structured spreadsheet
Secure Multi-Dimensional and Multi-Angle Electricity Data Aggregation Scheme for Fog Computing-Based Smart Metering System,10.1109/TGCN.2021.3122793,Smart-meter electricity consumption records,Smart Meter Records,IoT / Sensor,MAMDA secure multidimensional electricity aggregation,M_c0a4e7fcf815,U1,The appliance/angle representation may not fully capture the real-world complexity of household energy behavior and context.,33,structured spreadsheet
Secure Multi-Dimensional and Multi-Angle Electricity Data Aggregation Scheme for Fog Computing-Based Smart Metering System,10.1109/TGCN.2021.3122793,Smart-meter electricity consumption records,Smart Meter Records,IoT / Sensor,MAMDA secure multidimensional electricity aggregation,M_c0a4e7fcf815,U2,"Meter noise, time-synchronization issues, communication dropouts, and uncertainty from fine-grained periodic reporting.",33,structured spreadsheet
Secure Multi-Dimensional and Multi-Angle Electricity Data Aggregation Scheme for Fog Computing-Based Smart Metering System,10.1109/TGCN.2021.3122793,Smart-meter electricity consumption records,Smart Meter Records,IoT / Sensor,MAMDA secure multidimensional electricity aggregation,M_c0a4e7fcf815,U3,"Correctness and privacy depend on cryptographic setup, aggregation assumptions, and the mapping from fine-grained readings to multidimensional summaries.",33,structured spreadsheet
Resilient Interactive Sensor-Independent-Update Fusion Navigation Method,10.1109/TITS.2022.3150273,Vehicle Nav Dataset,Vehicle Navigation Data,IoT / Sensor,Resilient SIU Fusion,M_a44e3ff37ab0,U1,Defining resilience and failure thresholds in varied environments.,32,structured spreadsheet
Resilient Interactive Sensor-Independent-Update Fusion Navigation Method,10.1109/TITS.2022.3150273,Vehicle Nav Dataset,Vehicle Navigation Data,IoT / Sensor,Resilient SIU Fusion,M_a44e3ff37ab0,U2,Signal blockage and measurement noise in urban environments.,32,structured spreadsheet
Resilient Interactive Sensor-Independent-Update Fusion Navigation Method,10.1109/TITS.2022.3150273,Vehicle Nav Dataset,Vehicle Navigation Data,IoT / Sensor,Resilient SIU Fusion,M_a44e3ff37ab0,U3,Processing errors during high-frequency updates and interaction logic.,32,structured spreadsheet
Answering Skyline Queries Over Incomplete Data With Crowdsourcing,10.1109/TKDE.2019.2946798,Real and synthetic incomplete datasets,Incomplete Tabular Datasets,Tabular / Administrative,BayesCrowd (Bayesian Network + Crowdsourcing + Adaptive DPLL),M_be8ee8d46209,U1,Severity level reported in the extraction sheet: High.,18,structured spreadsheet
Answering Skyline Queries Over Incomplete Data With Crowdsourcing,10.1109/TKDE.2019.2946798,Real and synthetic incomplete datasets,Incomplete Tabular Datasets,Tabular / Administrative,BayesCrowd (Bayesian Network + Crowdsourcing + Adaptive DPLL),M_be8ee8d46209,U2,Severity level reported in the extraction sheet: High.,18,structured spreadsheet
Answering Skyline Queries Over Incomplete Data With Crowdsourcing,10.1109/TKDE.2019.2946798,Real and synthetic incomplete datasets,Incomplete Tabular Datasets,Tabular / Administrative,BayesCrowd (Bayesian Network + Crowdsourcing + Adaptive DPLL),M_be8ee8d46209,U3,Severity level reported in the extraction sheet: High.,18,structured spreadsheet
HRBF-Fusion: Accurate 3D Reconstruction from RGB-D Data Using On-the-fly Implicits,10.1145/3516521,3D Scene Dataset (Redwood benchmark),Redwood RGB-D,RGB-D,HRBF-Fusion,M_5fe2048b1ac3,U1,The method assumes that continuous smooth implicit surfaces are an adequate abstraction of real scene geometry and should regularize reconstruction.,33,structured spreadsheet
HRBF-Fusion: Accurate 3D Reconstruction from RGB-D Data Using On-the-fly Implicits,10.1145/3516521,3D Scene Dataset (Redwood benchmark),Redwood RGB-D,RGB-D,HRBF-Fusion,M_5fe2048b1ac3,U2,"Sensor noise, missing surfaces, drift, and incomplete coverage in indoor RGB-D scans.",33,structured spreadsheet
HRBF-Fusion: Accurate 3D Reconstruction from RGB-D Data Using On-the-fly Implicits,10.1145/3516521,3D Scene Dataset (Redwood benchmark),Redwood RGB-D,RGB-D,HRBF-Fusion,M_5fe2048b1ac3,U3,"Reconstruction quality depends on HRBF fitting, kernel/radius choices, confidence estimation, and registration optimization assumptions.",33,structured spreadsheet
HRBF-Fusion: Accurate 3D Reconstruction from RGB-D Data Using On-the-fly Implicits,10.1145/3516521,"ScanNet (e.g., scene0054_00)",ScanNet,RGB-D,HRBF-Fusion,M_5fe2048b1ac3,U1,The method assumes that continuous smooth implicit surfaces are an adequate abstraction of real scene geometry and should regularize reconstruction.,33,structured spreadsheet
HRBF-Fusion: Accurate 3D Reconstruction from RGB-D Data Using On-the-fly Implicits,10.1145/3516521,"ScanNet (e.g., scene0054_00)",ScanNet,RGB-D,HRBF-Fusion,M_5fe2048b1ac3,U2,"Depth noise, occlusions, calibration error, and pose drift in RGB-D indoor scans.",33,structured spreadsheet
HRBF-Fusion: Accurate 3D Reconstruction from RGB-D Data Using On-the-fly Implicits,10.1145/3516521,"ScanNet (e.g., scene0054_00)",ScanNet,RGB-D,HRBF-Fusion,M_5fe2048b1ac3,U3,"Reconstruction quality depends on HRBF fitting, kernel/radius choices, confidence estimation, and registration optimization assumptions.",33,structured spreadsheet
HRBF-Fusion: Accurate 3D Reconstruction from RGB-D Data Using On-the-fly Implicits,10.1145/3516521,TUM RGB-D Dataset,TUM RGB-D,RGB-D,HRBF-Fusion,M_5fe2048b1ac3,U1,The method assumes that continuous smooth implicit surfaces are an adequate abstraction of real scene geometry and should regularize reconstruction.,33,structured spreadsheet
HRBF-Fusion: Accurate 3D Reconstruction from RGB-D Data Using On-the-fly Implicits,10.1145/3516521,TUM RGB-D Dataset,TUM RGB-D,RGB-D,HRBF-Fusion,M_5fe2048b1ac3,U2,"Depth noise, calibration limits, synchronization error, and missing measurements from commodity RGB-D sensing.",33,structured spreadsheet
HRBF-Fusion: Accurate 3D Reconstruction from RGB-D Data Using On-the-fly Implicits,10.1145/3516521,TUM RGB-D Dataset,TUM RGB-D,RGB-D,HRBF-Fusion,M_5fe2048b1ac3,U3,"Reconstruction quality depends on HRBF fitting, kernel/radius choices, confidence estimation, and registration optimization assumptions.",33,structured spreadsheet
Tailoring Data Source Distributions for Fairness-aware Data Integration,10.14778/3476249.3476299,Multi-source demographic data tables,Demographic Source Tables,Tabular / Administrative,Cost-aware fairness-aware source-distribution tailoring,M_a24d8fce90fb,U1,Fairness depends on how target demographic distributions and representation requirements are defined.,21,inferred from bibliography abstract
Tailoring Data Source Distributions for Fairness-aware Data Integration,10.14778/3476249.3476299,Multi-source demographic data tables,Demographic Source Tables,Tabular / Administrative,Cost-aware fairness-aware source-distribution tailoring,M_a24d8fce90fb,U2,"Observed group proportions can be noisy, partial, or unknown for individual sources.",21,inferred from bibliography abstract
Tailoring Data Source Distributions for Fairness-aware Data Integration,10.14778/3476249.3476299,Multi-source demographic data tables,Demographic Source Tables,Tabular / Administrative,Cost-aware fairness-aware source-distribution tailoring,M_a24d8fce90fb,U3,"Results depend on optimization assumptions, approximation quality, reward design, and cost-function modeling.",21,inferred from bibliography abstract
Sampling-Based Approximate Skyline Query in Sensor Equipped IoT Networks,10.26599/TST.2019.9010060,IoT sensor datasets (actual datasets referenced),IoT Sensor Network Datasets,IoT / Sensor,Bernoulli Sampling Skyline,M_9a085f809fa7,U1,Severity level reported in the extraction sheet: Medium.,18,structured spreadsheet
Sampling-Based Approximate Skyline Query in Sensor Equipped IoT Networks,10.26599/TST.2019.9010060,IoT sensor datasets (actual datasets referenced),IoT Sensor Network Datasets,IoT / Sensor,Bernoulli Sampling Skyline,M_9a085f809fa7,U2,Severity level reported in the extraction sheet: Medium.,18,structured spreadsheet
Sampling-Based Approximate Skyline Query in Sensor Equipped IoT Networks,10.26599/TST.2019.9010060,IoT sensor datasets (actual datasets referenced),IoT Sensor Network Datasets,IoT / Sensor,Bernoulli Sampling Skyline,M_9a085f809fa7,U3,Severity level reported in the extraction sheet: Medium.,18,structured spreadsheet
Sampling-Based Approximate Skyline Query in Sensor Equipped IoT Networks,10.26599/TST.2019.9010060,IoT sensor datasets (actual datasets referenced),IoT Sensor Network Datasets,IoT / Sensor,Uniform Sampling Skyline,M_c63c40d7f49f,U1,Severity level reported in the extraction sheet: Medium.,18,structured spreadsheet
Sampling-Based Approximate Skyline Query in Sensor Equipped IoT Networks,10.26599/TST.2019.9010060,IoT sensor datasets (actual datasets referenced),IoT Sensor Network Datasets,IoT / Sensor,Uniform Sampling Skyline,M_c63c40d7f49f,U2,Severity level reported in the extraction sheet: Medium.,18,structured spreadsheet
Sampling-Based Approximate Skyline Query in Sensor Equipped IoT Networks,10.26599/TST.2019.9010060,IoT sensor datasets (actual datasets referenced),IoT Sensor Network Datasets,IoT / Sensor,Uniform Sampling Skyline,M_c63c40d7f49f,U3,Severity level reported in the extraction sheet: Medium.,18,structured spreadsheet
Integration of the Human Gut Microbiome and Serum Metabolome Reveals Novel Biological Factors Involved in the Regulation of Bone Mineral Density,10.3389/fcimb.2022.853499,Bone mineral density (DXA) phenotypes,Bone Mineral Density Phenotypes,Bio / Omics,Multi-omics integration workflow for BMD,M_418f7902b01e,U1,"The biological meaning and causal direction of microbe-metabolite-BMD relationships remain partly ambiguous, and findings may be cohort-specific.",33,structured spreadsheet
Integration of the Human Gut Microbiome and Serum Metabolome Reveals Novel Biological Factors Involved in the Regulation of Bone Mineral Density,10.3389/fcimb.2022.853499,Bone mineral density (DXA) phenotypes,Bone Mineral Density Phenotypes,Bio / Omics,Multi-omics integration workflow for BMD,M_418f7902b01e,U2,"Instrument calibration error, participant positioning variability, and biological variability in DXA measurements.",33,structured spreadsheet
Integration of the Human Gut Microbiome and Serum Metabolome Reveals Novel Biological Factors Involved in the Regulation of Bone Mineral Density,10.3389/fcimb.2022.853499,Bone mineral density (DXA) phenotypes,Bone Mineral Density Phenotypes,Bio / Omics,Multi-omics integration workflow for BMD,M_418f7902b01e,U3,"Results depend on linear/correlation-based assumptions, feature-selection thresholds, covariate adjustment, and network construction choices that may miss nonlinear structure.",33,structured spreadsheet
Integration of the Human Gut Microbiome and Serum Metabolome Reveals Novel Biological Factors Involved in the Regulation of Bone Mineral Density,10.3389/fcimb.2022.853499,Shotgun gut metagenome (PRJEB50761),Gut Metagenome,Bio / Omics,Multi-omics integration workflow for BMD,M_418f7902b01e,U1,"The biological meaning and causal direction of microbe-metabolite-BMD relationships remain partly ambiguous, and findings may be cohort-specific.",33,structured spreadsheet
Integration of the Human Gut Microbiome and Serum Metabolome Reveals Novel Biological Factors Involved in the Regulation of Bone Mineral Density,10.3389/fcimb.2022.853499,Shotgun gut metagenome (PRJEB50761),Gut Metagenome,Bio / Omics,Multi-omics integration workflow for BMD,M_418f7902b01e,U2,"Sequencing depth variation, compositional bias, contamination risk, and batch effects in metagenomic profiling.",33,structured spreadsheet
Integration of the Human Gut Microbiome and Serum Metabolome Reveals Novel Biological Factors Involved in the Regulation of Bone Mineral Density,10.3389/fcimb.2022.853499,Shotgun gut metagenome (PRJEB50761),Gut Metagenome,Bio / Omics,Multi-omics integration workflow for BMD,M_418f7902b01e,U3,"Results depend on linear/correlation-based assumptions, feature-selection thresholds, covariate adjustment, and network construction choices that may miss nonlinear structure.",33,structured spreadsheet
Integration of the Human Gut Microbiome and Serum Metabolome Reveals Novel Biological Factors Involved in the Regulation of Bone Mineral Density,10.3389/fcimb.2022.853499,Untargeted serum metabolome profiles,Serum Metabolome,Bio / Omics,Multi-omics integration workflow for BMD,M_418f7902b01e,U1,"The biological meaning and causal direction of microbe-metabolite-BMD relationships remain partly ambiguous, and findings may be cohort-specific.",33,structured spreadsheet
Integration of the Human Gut Microbiome and Serum Metabolome Reveals Novel Biological Factors Involved in the Regulation of Bone Mineral Density,10.3389/fcimb.2022.853499,Untargeted serum metabolome profiles,Serum Metabolome,Bio / Omics,Multi-omics integration workflow for BMD,M_418f7902b01e,U2,"Ion suppression, batch drift, detection limits, peak missingness, and sample-preparation variability.",33,structured spreadsheet
Integration of the Human Gut Microbiome and Serum Metabolome Reveals Novel Biological Factors Involved in the Regulation of Bone Mineral Density,10.3389/fcimb.2022.853499,Untargeted serum metabolome profiles,Serum Metabolome,Bio / Omics,Multi-omics integration workflow for BMD,M_418f7902b01e,U3,"Results depend on linear/correlation-based assumptions, feature-selection thresholds, covariate adjustment, and network construction choices that may miss nonlinear structure.",33,structured spreadsheet
Multiscale Semantic Feature Optimization and Fusion Network for Building Extraction Using High-Resolution Aerial Images and LiDAR Data,10.3390/rs13132473,Boston aerial-image and LiDAR building dataset,Boston Building Dataset,Aerial Imagery + LiDAR,Multiscale semantic feature optimization and fusion network,M_ffaf41cf0b8d,U1,What counts as a building boundary or complete structure can vary in complex urban scenes and across scales.,21,inferred from bibliography abstract
Multiscale Semantic Feature Optimization and Fusion Network for Building Extraction Using High-Resolution Aerial Images and LiDAR Data,10.3390/rs13132473,Boston aerial-image and LiDAR building dataset,Boston Building Dataset,Aerial Imagery + LiDAR,Multiscale semantic feature optimization and fusion network,M_ffaf41cf0b8d,U2,"Image resolution, shadowing, LiDAR density, and cross-modal alignment affect measurement quality.",21,inferred from bibliography abstract
Multiscale Semantic Feature Optimization and Fusion Network for Building Extraction Using High-Resolution Aerial Images and LiDAR Data,10.3390/rs13132473,Boston aerial-image and LiDAR building dataset,Boston Building Dataset,Aerial Imagery + LiDAR,Multiscale semantic feature optimization and fusion network,M_ffaf41cf0b8d,U3,"Performance depends on network architecture, feature-fusion choices, attention design, and training assumptions.",21,inferred from bibliography abstract
Multiscale Semantic Feature Optimization and Fusion Network for Building Extraction Using High-Resolution Aerial Images and LiDAR Data,10.3390/rs13132473,WHU aerial-image and LiDAR building dataset,WHU Building Dataset,Aerial Imagery + LiDAR,Multiscale semantic feature optimization and fusion network,M_ffaf41cf0b8d,U1,What counts as a building boundary or complete structure can vary in complex urban scenes and across scales.,21,inferred from bibliography abstract
Multiscale Semantic Feature Optimization and Fusion Network for Building Extraction Using High-Resolution Aerial Images and LiDAR Data,10.3390/rs13132473,WHU aerial-image and LiDAR building dataset,WHU Building Dataset,Aerial Imagery + LiDAR,Multiscale semantic feature optimization and fusion network,M_ffaf41cf0b8d,U2,"Image resolution, shadowing, LiDAR density, and cross-modal alignment affect measurement quality.",21,inferred from bibliography abstract
Multiscale Semantic Feature Optimization and Fusion Network for Building Extraction Using High-Resolution Aerial Images and LiDAR Data,10.3390/rs13132473,WHU aerial-image and LiDAR building dataset,WHU Building Dataset,Aerial Imagery + LiDAR,Multiscale semantic feature optimization and fusion network,M_ffaf41cf0b8d,U3,"Performance depends on network architecture, feature-fusion choices, attention design, and training assumptions.",21,inferred from bibliography abstract
